hhid,persid,dayType,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,wasted_time
Y24H5890224,Y24H5890224P03,Weekday,vehicle driver,15,5.78302,15.0,1946.880875804,melb - middle,greater melbourne,0.0
Y24H5890226,Y24H5890226P03,Weekday,walking,15,1.19228,15.0,812.400185292,melb - middle,greater melbourne,0.0
Y24H5890226,Y24H5890226P04,Weekday,vehicle passenger,10,2.14496,10.0,893.990564236,melb - middle,greater melbourne,0.0
Y24H5890312,Y24H5890312P03,Weekday,walking,5,0.19814,5.0,1477.585916663,melb - inner,greater melbourne,0.0
Y24H5890312,Y24H5890312P04,Weekday,walking,5,0.19814,5.0,1808.742411377,melb - inner,greater melbourne,0.0
Y24H5890524,Y24H5890524P03,Weekday,vehicle passenger,15,14.90885,15.0,534.224140975,melb - outer,greater melbourne,0.0
Y24H5890524,Y24H5890524P04,Weekday,train,60,30.32309,60.0,534.224140975,melb - outer,greater melbourne,0.0
Y24H5890531,Y24H5890531P04,Weekday,vehicle passenger,5,2.28182,5.0,815.771621898,melb - outer,greater melbourne,0.0
Y24H5890532,Y24H5890532P03,Weekday,vehicle passenger,15,5.64214,15.0,784.89790473,melb - outer,greater melbourne,0.0
Y24H5890532,Y24H5890532P04,Weekday,vehicle passenger,15,5.64214,15.0,407.156778759,melb - outer,greater melbourne,0.0
Y24H5900201,Y24H5900201P03,Weekday,vehicle passenger,10,4.15064,10.0,656.606746925,melb - middle,greater melbourne,0.0
Y24H5900201,Y24H5900201P04,Weekday,vehicle passenger,10,4.15064,10.0,656.606746925,melb - middle,greater melbourne,0.0
Y24H5900210,Y24H5900210P02,Weekday,vehicle driver,20,4.68073,20.0,811.349325547,melb - middle,greater melbourne,0.0
Y24H5900217,Y24H5900217P03,Weekday,vehicle passenger,15,3.32968,15.0,606.22576145,melb - middle,greater melbourne,0.0
Y24H5900224,Y24H5900224P02,Weekday,train,46,22.55036,46.0,603.656852223,melb - middle,greater melbourne,0.0
Y24H5900237,Y24H5900237P02,Weekday,vehicle driver,9,3.97638,9.0,741.086296714,melb - middle,greater melbourne,0.0
Y24H5900240,Y24H5900240P03,Weekday,train,45,16.06997,50.0,544.811073179,melb - middle,greater melbourne,5.0
Y24H5900302,Y24H5900302P02,Weekday,tram,37,4.98555,49.0,1776.542314355,melb - inner,greater melbourne,12.0
Y24H5900411,Y24H5900411P05,Weekday,vehicle passenger,2,1.40563,2.0,3420.05945579,melb - outer,greater melbourne,0.0
Y24H5910105,Y24H5910105P03,Weekday,vehicle passenger,18,5.2096100000000005,109.0,1016.626583853,melb - outer,greater melbourne,91.0
Y24H5910301,Y24H5910301P03,Weekday,vehicle passenger,9,2.71653,9.0,417.896355576,melb - inner,greater melbourne,0.0
Y24H5910301,Y24H5910301P04,Weekday,vehicle passenger,9,2.71653,9.0,500.11686245,melb - inner,greater melbourne,0.0
Y24H5910312,Y24H5910312P03,Weekday,tram,24,3.96179,27.0,766.491760608,melb - inner,greater melbourne,3.0
Y24H5910331,Y24H5910331P03,Weekday,vehicle passenger,18,4.0652,18.0,404.521241717,melb - inner,greater melbourne,0.0
Y24H5910340,Y24H5910340P03,Weekday,vehicle passenger,12,3.50597,12.0,562.957052035,melb - inner,greater melbourne,0.0
Y24H5910340,Y24H5910340P04,Weekday,vehicle passenger,12,3.50597,12.0,431.690868526,melb - inner,greater melbourne,0.0
Y24H5910403,Y24H5910403P03,Weekday,vehicle driver,30,8.18604,30.0,333.564197063,melb - middle,greater melbourne,0.0
Y24H5910403,Y24H5910403P04,Weekday,public bus,22,2.94219,30.0,583.862166838,melb - middle,greater melbourne,8.0
Y24H5910404,Y24H5910404P03,Weekday,walking,4,0.30308,4.0,399.670476134,melb - middle,greater melbourne,0.0
Y24H5910404,Y24H5910404P04,Weekday,walking,4,0.30308,4.0,225.147818709,melb - middle,greater melbourne,0.0
Y24H5910405,Y24H5910405P03,Weekday,bicycle,20,2.91791,20.0,734.830506549,melb - middle,greater melbourne,0.0
Y24H5910410,Y24H5910410P03,Weekday,bicycle,5,1.27011,5.0,584.114833577,melb - middle,greater melbourne,0.0
Y24H5910418,Y24H5910418P05,Weekday,public bus,23,3.00082,28.0,448.972939602,melb - middle,greater melbourne,5.0
Y24H5910418,Y24H5910418P06,Weekday,walking,3,0.33386,3.0,386.640521861,melb - middle,greater melbourne,0.0
Y24H5910432,Y24H5910432P04,Weekday,vehicle passenger,9,5.85585,9.0,822.897772184,melb - middle,greater melbourne,0.0
Y24H5910437,Y24H5910437P03,Weekday,walking,25,1.77078,25.0,651.500466822,melb - middle,greater melbourne,0.0
Y24H5910437,Y24H5910437P04,Weekday,walking,25,1.77078,25.0,651.500466822,melb - middle,greater melbourne,0.0
Y24H5910509,Y24H5910509P03,Weekday,vehicle passenger,3,0.96876,3.0,515.423610381,melb - outer,greater melbourne,0.0
Y24H5910509,Y24H5910509P04,Weekday,vehicle passenger,3,0.96876,3.0,548.095052281,melb - outer,greater melbourne,0.0
Y24H5920312,Y24H5920312P03,Weekday,walking,20,1.93316,20.0,456.303096128,melb - inner,greater melbourne,0.0
Y24H5930123,Y24H5930123P04,Weekday,train,37,12.11052,47.0,929.386334529,melb - middle,greater melbourne,10.0
Y24H5930139,Y24H5930139P03,Weekday,walking,15,1.37676,15.0,1358.142329872,melb - middle,greater melbourne,0.0
Y24H5930319,Y24H5930319P03,Weekday,vehicle passenger,4,1.37286,4.0,1406.544792352,melb - inner,greater melbourne,0.0
Y24H5930319,Y24H5930319P04,Weekday,vehicle passenger,4,1.37286,4.0,1158.562756339,melb - inner,greater melbourne,0.0
Y24H5930402,Y24H5930402P03,Weekday,vehicle passenger,2,1.11428,2.0,629.884028397,melb - outer,greater melbourne,0.0
Y24H5930402,Y24H5930402P03,Weekday,vehicle passenger,21,9.64024,21.0,629.884028397,melb - outer,greater melbourne,0.0
Y24H5930402,Y24H5930402P04,Weekday,vehicle passenger,2,1.11428,2.0,642.355646784,melb - outer,greater melbourne,0.0
Y24H5930402,Y24H5930402P05,Weekday,vehicle passenger,2,1.11428,2.0,642.355646784,melb - outer,greater melbourne,0.0
Y24H5930423,Y24H5930423P02,Weekday,vehicle passenger,35,12.34711,40.0,511.907886186,melb - outer,greater melbourne,5.0
Y24H5930423,Y24H5930423P03,Weekday,vehicle passenger,7,2.25894,7.0,495.727295975,melb - outer,greater melbourne,0.0
Y24H5930423,Y24H5930423P04,Weekday,vehicle passenger,7,2.25894,7.0,505.542629244,melb - outer,greater melbourne,0.0
Y24H5930429,Y24H5930429P02,Weekday,vehicle passenger,32,15.76464,36.0,392.734775528,melb - outer,greater melbourne,4.0
Y24H5930509,Y24H5930509P03,Weekday,walking,10,0.91227,10.0,591.386380178,melb - middle,greater melbourne,0.0
Y24H5930530,Y24H5930530P03,Weekday,vehicle passenger,5,0.81222,5.0,430.708045804,melb - middle,greater melbourne,0.0
Y24H5940112,Y24H5940112P03,Weekday,vehicle passenger,5,1.65066,5.0,1152.621092675,melb - outer,greater melbourne,0.0
Y24H5940112,Y24H5940112P04,Weekday,vehicle passenger,5,1.65066,5.0,1587.509467829,melb - outer,greater melbourne,0.0
Y24H5940233,Y24H5940233P04,Weekday,vehicle passenger,6,2.41182,6.0,1069.134901803,melb - middle,greater melbourne,0.0
Y24H5940237,Y24H5940237P05,Weekday,vehicle passenger,9,5.77569,9.0,603.736425367,melb - middle,greater melbourne,0.0
Y24H5940501,Y24H5940501P04,Weekday,vehicle passenger,3,1.38377,3.0,220.418729723,melb - outer,greater melbourne,0.0
Y24H5940502,Y24H5940502P04,Weekday,school bus,11,5.98811,11.0,164.180138424,melb - outer,greater melbourne,0.0
Y24H5940502,Y24H5940502P05,Weekday,vehicle passenger,10,5.19718,10.0,171.559303699,melb - outer,greater melbourne,0.0
Y24H5940503,Y24H5940503P04,Weekday,vehicle passenger,15,10.82395,15.0,947.730133815,melb - outer,greater melbourne,0.0
Y24H5940508,Y24H5940508P03,Weekday,vehicle passenger,5,1.39472,5.0,935.959263957,melb - outer,greater melbourne,0.0
Y24H5940508,Y24H5940508P04,Weekday,vehicle passenger,5,1.39472,5.0,683.748813361,melb - outer,greater melbourne,0.0
Y24H5940525,Y24H5940525P03,Weekday,vehicle passenger,15,6.27696,20.0,1062.991518847,melb - outer,greater melbourne,5.0
Y24H5940532,Y24H5940532P03,Weekday,school bus,21,8.87081,21.0,709.718129217,melb - outer,greater melbourne,0.0
Y24H5940536,Y24H5940536P04,Weekday,vehicle passenger,4,1.94798,4.0,922.322043351,melb - outer,greater melbourne,0.0
Y24H5950215,Y24H5950215P03,Weekday,vehicle passenger,20,14.34139,20.0,595.57194787,melb - middle,greater melbourne,0.0
Y24H5950217,Y24H5950217P05,Weekday,walking,11,0.53383,11.0,437.571694465,melb - middle,greater melbourne,0.0
Y24H5950401,Y24H5950401P03,Weekday,walking,3,0.19817,3.0,400.722677662,melb - middle,greater melbourne,0.0
Y24H5950401,Y24H5950401P04,Weekday,walking,3,0.19817,3.0,400.722677662,melb - middle,greater melbourne,0.0
Y24H5950402,Y24H5950402P03,Weekday,walking,10,0.11733,10.0,448.451771766,melb - middle,greater melbourne,0.0
Y24H5950402,Y24H5950402P04,Weekday,walking,10,0.11733,10.0,446.171496463,melb - middle,greater melbourne,0.0
Y24H5950415,Y24H5950415P04,Weekday,walking,3,0.15593,3.0,554.28959726,melb - middle,greater melbourne,0.0
Y24H5950509,Y24H5950509P03,Weekday,vehicle passenger,5,0.79434,5.0,518.634925293,melb - outer,greater melbourne,0.0
Y24H5950516,Y24H5950516P03,Weekday,vehicle passenger,4,0.66611,4.0,442.400517036,melb - outer,greater melbourne,0.0
Y24H5950516,Y24H5950516P04,Weekday,vehicle passenger,4,0.66611,4.0,518.634925293,melb - outer,greater melbourne,0.0
Y24H5980233,Y24H5980233P03,Weekday,tram,55,15.12932,60.0,1994.24219182,melb - middle,greater melbourne,5.0
Y24H5980233,Y24H5980233P04,Weekday,tram,55,15.12932,60.0,2081.093818871,melb - middle,greater melbourne,5.0
Y24H5980318,Y24H5980318P03,Weekday,vehicle driver,30,11.63986,30.0,2069.350182974,melb - inner,greater melbourne,0.0
Y24H5990209,Y24H5990209P05,Weekday,vehicle passenger,27,27.57277,27.0,900.762088558,melb - outer,greater melbourne,0.0
Y24H5990326,Y24H5990326P03,Weekday,vehicle passenger,10,2.79727,10.0,897.19759396,melb - middle,greater melbourne,0.0
Y24H5990422,Y24H5990422P02,Weekday,tram,57,15.26091,104.0,1072.128771649,melb - outer,greater melbourne,47.0
Y24H6010124,Y24H6010124P03,Weekday,vehicle passenger,10,3.29409,10.0,842.079451462,melb - outer,greater melbourne,0.0
Y24H6010124,Y24H6010124P04,Weekday,vehicle passenger,10,3.29409,10.0,1001.066413187,melb - outer,greater melbourne,0.0
Y24H6010209,Y24H6010209P04,Weekday,vehicle passenger,24,5.944229999999999,24.0,466.104095236,melb - middle,greater melbourne,0.0
Y24H6010216,Y24H6010216P03,Weekday,vehicle passenger,26,12.29601,26.0,1010.550642111,melb - middle,greater melbourne,0.0
Y24H6010217,Y24H6010217P04,Weekday,vehicle passenger,10,3.15706,10.0,768.56348234,melb - middle,greater melbourne,0.0
Y24H6010218,Y24H6010218P03,Weekday,vehicle passenger,17,5.20844,20.0,650.073723333,melb - middle,greater melbourne,3.0
Y24H6010218,Y24H6010218P04,Weekday,vehicle passenger,33,8.418520000000001,42.0,1022.133333461,melb - middle,greater melbourne,9.0
Y24H6010224,Y24H6010224P03,Weekday,vehicle passenger,7,2.10037,7.0,686.605243078,melb - middle,greater melbourne,0.0
Y24H6010231,Y24H6010231P05,Weekday,vehicle passenger,2,0.59278,2.0,1273.862839335,melb - middle,greater melbourne,0.0
Y24H6010505,Y24H6010505P03,Weekday,vehicle passenger,10,2.71032,10.0,690.610491928,melb - middle,greater melbourne,0.0
Y24H6010505,Y24H6010505P04,Weekday,vehicle passenger,10,2.71032,10.0,757.638400109,melb - middle,greater melbourne,0.0
Y24H6010513,Y24H6010513P01,Weekend,train,51,19.4238,94.0,861.836087901,melb - middle,greater melbourne,43.0
Y24H6010523,Y24H6010523P02,Weekday,train,74,23.61499,85.0,1753.219637402,melb - outer,greater melbourne,11.0
Y24H6020201,Y24H6020201P03,Weekday,school bus,14,5.49396,14.0,833.717582814,melb - outer,greater melbourne,0.0
Y24H6020201,Y24H6020201P04,Weekday,school bus,14,5.49398,14.0,496.586278407,melb - outer,greater melbourne,0.0
Y24H6020231,Y24H6020231P04,Weekday,vehicle passenger,15,8.56173,15.0,2005.717439652,melb - outer,greater melbourne,0.0
Y24H6020312,Y24H6020312P03,Weekday,vehicle passenger,10,2.90563,10.0,760.677980239,melb - inner,greater melbourne,0.0
Y24H6020312,Y24H6020312P04,Weekday,vehicle passenger,10,2.90587,10.0,655.859401642,melb - inner,greater melbourne,0.0
Y24H6020312,Y24H6020312P05,Weekday,vehicle passenger,10,2.90587,10.0,711.808705263,melb - inner,greater melbourne,0.0
Y24H6020333,Y24H6020333P03,Weekday,bicycle,25,5.33846,25.0,482.39384833,melb - inner,greater melbourne,0.0
Y24H6020333,Y24H6020333P04,Weekday,walking,10,0.76975,10.0,335.923967022,melb - inner,greater melbourne,0.0
Y24H6020337,Y24H6020337P03,Weekday,train,23,6.885669999999999,25.0,788.059121178,melb - inner,greater melbourne,2.0
Y24H6020404,Y24H6020404P04,Weekday,train,16,8.59562,29.0,377.287312452,melb - middle,greater melbourne,13.0
Y24H6020405,Y24H6020405P02,Weekday,vehicle passenger,20,4.46911,20.0,452.443199029,melb - middle,greater melbourne,0.0
Y24H6020405,Y24H6020405P03,Weekday,vehicle passenger,20,4.46911,20.0,632.128381872,melb - middle,greater melbourne,0.0
Y24H6020405,Y24H6020405P04,Weekday,vehicle passenger,30,9.44991,30.0,614.911213986,melb - middle,greater melbourne,0.0
Y24H6020409,Y24H6020409P03,Weekday,walking,25,1.82866,25.0,710.522854707,melb - middle,greater melbourne,0.0
Y24H6020409,Y24H6020409P04,Weekday,walking,25,1.82866,25.0,665.690508214,melb - middle,greater melbourne,0.0
Y24H6020424,Y24H6020424P04,Weekday,vehicle passenger,23,17.35746,23.0,256.310361564,melb - middle,greater melbourne,0.0
Y24H6020424,Y24H6020424P05,Weekday,vehicle passenger,7,1.04514,7.0,246.144053263,melb - middle,greater melbourne,0.0
Y24H6020432,Y24H6020432P04,Weekday,bicycle,5,1.1896,5.0,421.436867395,melb - middle,greater melbourne,0.0
Y24H6020432,Y24H6020432P05,Weekday,bicycle,5,1.1896,5.0,426.89047395,melb - middle,greater melbourne,0.0
Y24H6020508,Y24H6020508P03,Weekday,vehicle passenger,10,4.626659999999999,15.0,1586.01136056,melb - outer,greater melbourne,5.0
Y24H6020508,Y24H6020508P04,Weekday,vehicle passenger,15,7.1115,25.0,250.595634133,melb - outer,greater melbourne,10.0
Y24H6020538,Y24H6020538P03,Weekday,vehicle passenger,10,4.53042,10.0,1435.127236907,melb - outer,greater melbourne,0.0
Y24H6026132,Y24H6026132P03,Weekday,vehicle passenger,9,8.4057,9.0,172.404329789,other,shepparton sa4,0.0
Y24H6026132,Y24H6026132P04,Weekday,vehicle passenger,9,8.4057,9.0,334.532774123,other,shepparton sa4,0.0
Y24H6026133,Y24H6026133P03,Weekday,vehicle passenger,10,4.44403,10.0,184.191383664,other,shepparton sa4,0.0
Y24H6026133,Y24H6026133P04,Weekday,vehicle passenger,10,4.44403,10.0,356.559603493,other,shepparton sa4,0.0
Y24H6030105,Y24H6030105P06,Weekday,vehicle passenger,10,7.25109,10.0,1038.579782855,melb - outer,greater melbourne,0.0
Y24H6030123,Y24H6030123P03,Weekday,vehicle passenger,20,4.18794,20.0,716.398084778,melb - outer,greater melbourne,0.0
Y24H6030123,Y24H6030123P04,Weekday,vehicle passenger,20,4.18794,20.0,670.126274965,melb - outer,greater melbourne,0.0
Y24H6030133,Y24H6030133P03,Weekday,public bus,37,5.1872300000000005,50.0,1423.889718373,melb - outer,greater melbourne,13.0
Y24H6030208,Y24H6030208P03,Weekday,walking,15,0.51968,15.0,994.891253613,melb - outer,greater melbourne,0.0
Y24H6030208,Y24H6030208P04,Weekday,walking,15,0.5196,15.0,997.315450057,melb - outer,greater melbourne,0.0
Y24H6030212,Y24H6030212P03,Weekday,walking,4,0.46583,4.0,1536.339978493,melb - outer,greater melbourne,0.0
Y24H6030218,Y24H6030218P03,Weekday,vehicle driver,54,34.05643,54.0,1473.707271051,melb - outer,greater melbourne,0.0
Y24H6030229,Y24H6030229P03,Weekday,vehicle passenger,24,4.00059,24.0,475.740857745,melb - outer,greater melbourne,0.0
Y24H6030229,Y24H6030229P04,Weekday,vehicle passenger,14,6.64434,14.0,560.492630896,melb - outer,greater melbourne,0.0
Y24H6030236,Y24H6030236P03,Weekday,vehicle passenger,5,0.93246,5.0,368.274177103,melb - outer,greater melbourne,0.0
Y24H6030402,Y24H6030402P03,Weekday,train,36,10.98948,40.0,1154.68576275,melb - middle,greater melbourne,4.0
Y24H6030402,Y24H6030402P04,Weekday,vehicle passenger,15,3.37332,15.0,1117.524394133,melb - middle,greater melbourne,0.0
Y24H6030402,Y24H6030402P05,Weekday,vehicle passenger,15,3.37332,15.0,1117.524394133,melb - middle,greater melbourne,0.0
Y24H6030405,Y24H6030405P03,Weekday,school bus,26,7.73086,30.0,1182.872729119,melb - middle,greater melbourne,4.0
Y24H6030405,Y24H6030405P04,Weekday,school bus,26,7.73086,30.0,784.219792622,melb - middle,greater melbourne,4.0
Y24H6030405,Y24H6030405P05,Weekday,school bus,26,7.73086,30.0,743.374037751,melb - middle,greater melbourne,4.0
Y24H6030440,Y24H6030440P03,Weekday,train,36,12.16057,38.0,433.135781889,melb - middle,greater melbourne,2.0
Y24H6030440,Y24H6030440P04,Weekday,vehicle passenger,20,11.56002,20.0,826.988062883,melb - middle,greater melbourne,0.0
Y24H6030525,Y24H6030525P03,Weekday,vehicle passenger,20,10.70425,20.0,485.942554352,melb - outer,greater melbourne,0.0
Y24H6030525,Y24H6030525P04,Weekday,vehicle passenger,20,10.70425,20.0,517.170576744,melb - outer,greater melbourne,0.0
Y24H6036101,Y24H6036101P03,Weekday,vehicle passenger,4,1.49879,4.0,919.195118497,other,shepparton sa4,0.0
Y24H6036126,Y24H6036126P03,Weekday,school bus,40,25.07127,45.0,175.852859786,other,shepparton sa4,5.0
Y24H6036126,Y24H6036126P04,Weekday,school bus,40,25.07122,45.0,343.223788937,other,shepparton sa4,5.0
Y24H6036236,Y24H6036236P03,Weekday,vehicle passenger,2,1.46702,2.0,425.130236545,other,shepparton sa4,0.0
Y24H6040203,Y24H6040203P03,Weekday,vehicle passenger,7,2.362,7.0,918.673480727,melb - middle,greater melbourne,0.0
Y24H6040224,Y24H6040224P03,Weekday,vehicle passenger,5,2.11434,5.0,2012.338743735,melb - middle,greater melbourne,0.0
Y24H6040302,Y24H6040302P03,Weekday,other,10,2.30018,10.0,773.599602175,melb - middle,greater melbourne,0.0
Y24H6040302,Y24H6040302P04,Weekday,other,10,2.30018,10.0,773.599602175,melb - middle,greater melbourne,0.0
Y24H6040312,Y24H6040312P02,Weekday,walking,20,2.29568,20.0,362.964384155,melb - middle,greater melbourne,0.0
Y24H6040316,Y24H6040316P03,Weekday,walking,10,0.90895,10.0,430.91820076,melb - middle,greater melbourne,0.0
Y24H6040316,Y24H6040316P05,Weekday,vehicle passenger,8,2.07523,8.0,724.229569751,melb - middle,greater melbourne,0.0
Y24H6040319,Y24H6040319P03,Weekday,vehicle passenger,8,2.6366300000000003,9.0,636.123573485,melb - middle,greater melbourne,1.0
Y24H6040319,Y24H6040319P04,Weekday,vehicle passenger,5,1.90633,5.0,816.333809013,melb - middle,greater melbourne,0.0
Y24H6040338,Y24H6040338P03,Weekday,walking,10,0.40012,10.0,2221.071641448,melb - middle,greater melbourne,0.0
Y24H6040338,Y24H6040338P04,Weekday,walking,10,0.40012,10.0,2584.321935596,melb - middle,greater melbourne,0.0
Y24H6040501,Y24H6040501P02,Weekday,vehicle passenger,13,3.65845,13.0,577.019248878,melb - outer,greater melbourne,0.0
Y24H6040501,Y24H6040501P03,Weekday,vehicle passenger,13,3.65845,13.0,577.019248878,melb - outer,greater melbourne,0.0
Y24H6040501,Y24H6040501P04,Weekday,vehicle passenger,4,1.37995,4.0,550.49100064,melb - outer,greater melbourne,0.0
Y24H6040515,Y24H6040515P06,Weekday,public bus,21,2.6122,25.0,713.303902941,melb - outer,greater melbourne,4.0
Y24H6040526,Y24H6040526P03,Weekday,train,91,49.592380000000006,105.0,640.467145425,melb - outer,greater melbourne,14.0
Y24H6040526,Y24H6040526P04,Weekday,vehicle passenger,5,1.2571,5.0,942.362455204,melb - outer,greater melbourne,0.0
Y24H6040536,Y24H6040536P03,Weekday,vehicle passenger,3,0.68914,3.0,651.296623969,melb - outer,greater melbourne,0.0
Y24H6040538,Y24H6040538P03,Weekday,vehicle passenger,2,0.59763,2.0,807.588791357,melb - outer,greater melbourne,0.0
Y24H6040539,Y24H6040539P03,Weekday,vehicle passenger,3,0.68405,3.0,994.336223323,melb - outer,greater melbourne,0.0
Y24H6046111,Y24H6046111P03,Weekday,vehicle passenger,27,39.87834,27.0,216.69500928,other,shepparton sa4,0.0
Y24H6046123,Y24H6046123P02,Weekday,vehicle passenger,30,29.56284,30.0,124.519219013,other,shepparton sa4,0.0
Y24H6046126,Y24H6046126P03,Weekday,vehicle passenger,25,27.85262,25.0,434.649366448,other,shepparton sa4,0.0
Y24H6046208,Y24H6046208P03,Weekday,school bus,65,73.49776,70.0,303.426310411,other,shepparton sa4,5.0
Y24H6046208,Y24H6046208P04,Weekday,school bus,65,73.49776,70.0,542.774122214,other,shepparton sa4,5.0
Y24H6046212,Y24H6046212P03,Weekday,vehicle passenger,5,1.95962,5.0,155.915406986,other,shepparton sa4,0.0
Y24H6050303,Y24H6050303P04,Weekday,walking,12,0.7672,12.0,541.092743086,melb - middle,greater melbourne,0.0
Y24H6050305,Y24H6050305P05,Weekday,train,44,22.46371,69.0,242.229278019,melb - middle,greater melbourne,25.0
Y24H6050305,Y24H6050305P06,Weekday,train,36,9.514030000000002,43.0,459.186987523,melb - middle,greater melbourne,7.0
Y24H6050308,Y24H6050308P03,Weekday,train,82,24.87013,100.0,1355.416618419,melb - middle,greater melbourne,18.0
Y24H6050308,Y24H6050308P04,Weekday,walking,20,1.17584,20.0,1003.439989853,melb - middle,greater melbourne,0.0
Y24H6050309,Y24H6050309P03,Weekday,walking,5,0.74443,5.0,968.316983764,melb - middle,greater melbourne,0.0
Y24H6050309,Y24H6050309P04,Weekday,walking,5,0.74443,5.0,988.197015631,melb - middle,greater melbourne,0.0
Y24H6050312,Y24H6050312P03,Weekday,vehicle passenger,4,1.16319,4.0,370.880246853,melb - middle,greater melbourne,0.0
Y24H6050409,Y24H6050409P02,Weekday,train,120,72.3084,134.0,1227.677316119,melb - outer,greater melbourne,14.0
Y24H6050409,Y24H6050409P04,Weekday,school bus,21,18.26662,21.0,1835.732343067,melb - outer,greater melbourne,0.0
Y24H6050415,Y24H6050415P03,Weekday,vehicle passenger,5,0.86305,5.0,1659.902081986,melb - outer,greater melbourne,0.0
Y24H6050503,Y24H6050503P03,Weekday,train,52,40.30503,60.0,601.966836235,melb - outer,greater melbourne,8.0
Y24H6050503,Y24H6050503P05,Weekday,train,104,55.15108,108.0,1013.187877541,melb - outer,greater melbourne,4.0
