dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,num_stops,stop_category,group_travel_distance,journey_label,agegroup,sex,carlicence,mbikelicence,anywork,studying,mainact,persinc,anywfh,persinc_category,hhsize,dwelltype,owndwell,totalbikes,totalvehs,hhinc_group,hhinc_category
Weekday,train,36,15.73301,40.0,1222.802827926,melb - middle,greater melbourne,4.0,3,3+ stops,10-20,1,45->49,Female,Full Licence,0,1,No Study,Part-time Work,650,Yes,medium,3,Separate House,Being Purchased,4,2,3000,medium
Weekday,bicycle,13,3.00519,13.0,729.649205529,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,3,Separate House,Being Purchased,4,2,3000,medium
Weekday,train,45,15.37453,55.0,1382.685220728,melb - middle,greater melbourne,10.0,2,2 stops,10-20,1,45->49,Male,No Car Licence,0,1,No Study,Full-time Work,1750,Yes,high,1,Terrace or Townhouse,Being Rented,0,0,1750,medium
Weekday,vehicle passenger,15,12.88479,15.0,1074.646790121,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,800,No,medium,3,Separate House,Being Purchased,0,3,2000,medium
Weekday,vehicle driver,30,21.47993,30.0,2596.868376609,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,3,Separate House,Being Purchased,0,3,2000,medium
Weekday,vehicle driver,30,17.70385,30.0,1888.780787493,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,650,No,medium,4,Separate House,Being Purchased,2,2,1250,low
Weekday,vehicle driver,60,55.92191,60.0,4168.97201711,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,6,Separate House,Fully Owned,2,4,1750,medium
Weekday,vehicle driver,20,10.17204,20.0,3070.073611346,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,30->34,Female,Full Licence,0,1,No Study,Casual Work,150,No,low,6,Separate House,Fully Owned,2,4,1750,medium
Weekday,vehicle driver,20,15.14988,20.0,2321.161222544,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,1,1,No Study,Full-time Work,2000,No,high,3,Separate House,Being Purchased,2,5,3000,medium
Weekday,vehicle driver,15,10.97208,15.0,895.789193829,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,3000,No,high,4,Separate House,Fully Owned,0,4,4500,high
Weekday,vehicle driver,45,24.84907,45.0,1113.74156571,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,55->59,Female,Full Licence,0,0,No Study,Other,1750,Not in Work Force,high,3,Separate House,Fully Owned,Missing/Refused,3,3000,medium
Weekday,vehicle driver,60,33.19111,60.0,2287.012982089,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,45->49,Male,Full Licence,0,0,No Study,Other,800,Not in Work Force,medium,3,Separate House,Fully Owned,Missing/Refused,3,3000,medium
Weekday,vehicle driver,45,28.40421,45.0,2474.652409293,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,50->54,Female,Full Licence,0,0,No Study,Other,500,Not in Work Force,low,3,Separate House,Fully Owned,Missing/Refused,3,3000,medium
Weekday,vehicle driver,25,21.92011,25.0,2164.846951774,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Terrace or Townhouse,Being Rented,0,2,1250,low
Weekday,vehicle driver,25,20.52874,25.0,1429.48156662,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,2,Terrace or Townhouse,Being Rented,0,2,1250,low
Weekday,vehicle driver,20,14.31274,20.0,1893.903533362,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,7,Separate House,Being Purchased,0,5,5000,high
Weekday,vehicle driver,60,73.2057,60.0,2180.783878628,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,30->34,Male,Full Licence,0,0,No Study,Unemployed,1000,Not in Work Force,medium,7,Separate House,Being Purchased,0,5,5000,high
Weekday,vehicle driver,6,3.04119,6.0,1161.273834269,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Male,Full Licence,0,1,No Study,Part-time Work,1750,No,high,4,Terrace or Townhouse,Being Rented,0,1,1750,medium
Weekday,vehicle driver,20,3.69467,22.0,1161.273834269,melb - outer,greater melbourne,2.0,1,1 stop,0-10,1,45->49,Male,Full Licence,0,1,No Study,Part-time Work,1750,No,high,4,Terrace or Townhouse,Being Rented,0,1,1750,medium
Weekday,train,78,51.67476,88.0,821.123425848,melb - outer,greater melbourne,10.0,2,2 stops,40+,1,40->44,Female,No Car Licence,0,1,No Study,Full-time Work,650,No,medium,4,Terrace or Townhouse,Being Rented,0,1,1750,medium
Weekday,vehicle driver,17,6.6972,17.0,1053.948971643,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,30->34,Female,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Purchased,0,3,4500,high
Weekday,vehicle driver,15,5.89517,15.0,465.795221025,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,2,Separate House,Being Purchased,0,2,2500,medium
Weekday,vehicle driver,9,3.00476,9.0,448.205577226,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Female,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,2,Separate House,Being Rented,0,2,1000,low
Weekday,vehicle driver,26,12.14059,35.0,1016.484880168,melb - inner,greater melbourne,9.0,2,2 stops,10-20,1,40->44,Female,Full Licence,0,1,No Study,Part-time Work,1500,No,medium,3,"Unit, Flat or Apartment",Being Rented,1,1,1500,low
Weekday,bicycle,30,11.94153,30.0,884.803035033,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,4,Terrace or Townhouse,Being Purchased,10,1,6000,high
Weekday,vehicle driver,31,12.12343,31.0,422.585844662,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,75->79,Male,Full Licence,0,1,Part-time TAFE/Uni,Part-time Work,3000,Yes,high,2,Terrace or Townhouse,Fully Owned,0,2,5000,high
Weekday,vehicle driver,40,12.56289,40.0,1030.495347831,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,5,Separate House,Fully Owned,Missing/Refused,4,3500,medium
Weekday,train,55,19.2471,60.0,291.631485791,melb - inner,greater melbourne,5.0,2,2 stops,10-20,1,20->24,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,1,"Unit, Flat or Apartment",Being Rented,0,0,1500,low
Weekday,vehicle driver,7,2.84102,7.0,489.832517267,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,5,Separate House,Being Purchased,3,2,6000,high
Weekday,vehicle driver,45,10.48561,45.0,682.742306262,melb - inner,greater melbourne,0.0,1,1 stop,10-20,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,5,Separate House,Being Purchased,3,2,6000,high
Weekday,vehicle driver,10,2.75564,10.0,682.742306262,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,5,Separate House,Being Purchased,3,2,6000,high
Weekday,walking,15,0.70371,15.0,446.304415523,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Male,Learners Permit,0,1,Part-time TAFE/Uni,Full-time Work,800,No,medium,1,"Unit, Flat or Apartment",Being Rented,1,0,800,low
Weekend,train,23,6.44129,30.0,412.96826578,melb - inner,greater melbourne,7.0,2,2 stops,0-10,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,2,Separate House,Being Rented,1,1,5000,high
Weekday,train,56,12.28193,82.0,305.635012797,melb - inner,greater melbourne,26.0,4,3+ stops,10-20,1,25->29,Male,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,1250,Yes,medium,2,Separate House,Being Rented,Missing/Refused,0,2000,medium
Weekday,train,35,7.71465,45.0,1365.794729556,melb - inner,greater melbourne,10.0,2,2 stops,0-10,1,20->24,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,2,Separate House,Being Rented,Missing/Refused,0,2000,medium
Weekday,vehicle driver,32,6.20547,42.0,223.065471034,melb - inner,greater melbourne,10.0,2,2 stops,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,4,Separate House,Being Purchased,4,1,4500,high
Weekday,vehicle driver,18,4.33405,18.0,181.834633658,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1750,No,high,4,Separate House,Being Rented,4,1,2000,medium
Weekday,bicycle,40,7.59736,40.0,736.741510251,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Female,Full Licence,0,1,No Study,Part-time Work,2000,No,high,4,Separate House,Fully Owned,5,2,5000,high
Weekday,tram,31,7.20182,37.0,731.981340639,melb - inner,greater melbourne,6.0,5,3+ stops,0-10,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,1,"Unit, Flat or Apartment",Being Rented,1,0,1250,low
Weekday,tram,57,9.98009,75.0,551.703732209,melb - inner,greater melbourne,18.0,4,3+ stops,0-10,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,1,"Unit, Flat or Apartment",Being Rented,0,1,3500,medium
Weekday,tram,33,5.202070000000001,40.0,571.26138426,melb - inner,greater melbourne,7.0,2,2 stops,0-10,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,1,"Unit, Flat or Apartment",Being Rented,Missing/Refused,0,2500,medium
Weekday,walking,7,0.5319,7.0,336.191525409,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,3,"Unit, Flat or Apartment",Being Purchased,2,1,3500,medium
Weekday,vehicle driver,10,6.09659,10.0,1706.303099074,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Separate House,Fully Owned,3,4,4000,high
Weekday,vehicle driver,25,11.76543,27.0,770.311598515,melb - outer,greater melbourne,2.0,1,1 stop,10-20,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,3,Separate House,Fully Owned,3,4,4000,high
Weekday,vehicle driver,18,6.85433,18.0,299.659447207,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,65->69,Male,Full Licence,1,1,No Study,Part-time Work,650,No,medium,2,Separate House,Fully Owned,2,3,1250,low
Weekday,vehicle driver,16,9.64454,16.0,1226.809394512,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Female,Full Licence,0,1,No Study,Part-time Work,500,No,low,2,Separate House,Fully Owned,2,3,1250,low
Weekday,vehicle driver,12,6.445069999999999,17.0,306.975290896,melb - outer,greater melbourne,5.0,1,1 stop,0-10,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,4,Separate House,Fully Owned,3,2,5000,high
Weekday,vehicle driver,11,5.93236,11.0,306.975290896,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,4,Separate House,Fully Owned,3,2,5000,high
Weekday,vehicle driver,17,8.38969,17.0,489.10906574,melb - outer,greater melbourne,0.0,1,1 stop,0-10,1,40->44,Female,Full Licence,0,1,No Study,Full-time Work,800,No,medium,4,Separate House,Being Rented,Missing/Refused,2,800,low
Weekday,train,75,46.40525,81.0,316.961438198,melb - outer,greater melbourne,6.0,2,2 stops,40+,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Being Purchased,2,2,3000,medium
Weekday,vehicle driver,30,29.36047,30.0,344.910138927,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1500,Yes,medium,2,Separate House,Being Purchased,2,2,3000,medium
Weekday,vehicle driver,20,24.22724,20.0,344.910138927,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1500,Yes,medium,2,Separate House,Being Purchased,2,2,3000,medium
Weekend,public bus,50,12.40876,55.0,818.740013933,melb - outer,greater melbourne,5.0,2,2 stops,10-20,1,20->24,Female,Learners Permit,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,150,No,low,4,Separate House,Fully Owned,1,3,3000,medium
Weekday,walking,22,2.06022,22.0,355.205654191,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,Learners Permit,0,1,No Study,Casual Work,300,No,low,2,"Unit, Flat or Apartment",Being Rented,0,1,1500,low
Weekday,vehicle driver,12,6.59998,12.0,377.709191887,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,2,Separate House,Being Purchased,2,3,3000,medium
Weekday,train,95,25.49123,98.0,394.158877889,melb - middle,greater melbourne,3.0,2,2 stops,20-40,1,40->44,Female,Full Licence,0,1,No Study,Part-time Work,1500,No,medium,2,Separate House,Being Purchased,2,3,3000,medium
Weekday,vehicle driver,16,10.30743,16.0,601.163395717,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,20->24,Male,Green Probationary Licence,0,1,No Study,Full-time Work,500,No,low,4,Separate House,Being Purchased,3,3,4000,high
Weekday,vehicle driver,12,6.17427,12.0,319.939559975,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,4,Separate House,Being Purchased,2,2,5000,high
Weekday,train,32,14.22989,32.0,229.202217068,melb - middle,greater melbourne,0.0,2,2 stops,10-20,1,55->59,Female,Full Licence,0,1,No Study,Part-time Work,800,Yes,medium,4,Separate House,Being Purchased,3,1,3000,medium
Weekend,vehicle driver,30,24.19971,30.0,368.033088156,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,1,"Unit, Flat or Apartment",Being Rented,0,1,1500,low
Weekday,vehicle driver,10,2.38515,10.0,529.231962358,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Red Probationary Licence,0,1,No Study,Full-time Work,300,No,low,6,Separate House,Being Purchased,2,3,2500,medium
Weekday,vehicle driver,48,31.02208,49.0,375.30951099,melb - middle,greater melbourne,1.0,1,1 stop,20-40,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,3,Separate House,Being Purchased,1,2,3500,medium
Weekday,vehicle driver,56,78.14853,56.0,552.181125894,melb - middle,greater melbourne,0.0,0,0 stop,40+,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,4,Separate House,Fully Owned,4,2,3000,medium
Weekday,vehicle driver,15,5.81092,15.0,414.909343969,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Fully Owned,0,2,1750,medium
Weekday,vehicle passenger,7,2.37861,7.0,962.071466388,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Learners Permit,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,1250,No,medium,7,Separate House,Fully Owned,4,1,4500,high
Weekday,vehicle driver,26,15.75595,26.0,497.31624974,melb - inner,greater melbourne,0.0,1,1 stop,10-20,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,5,Separate House,Fully Owned,4,3,6000,high
Weekday,public bus,70,10.85609,90.0,871.143191113,melb - outer,greater melbourne,20.0,2,2 stops,10-20,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,500,No,low,3,Separate House,Being Purchased,Missing/Refused,2,6000,high
Weekday,train,90,42.310570000000006,90.0,563.616359923,melb - outer,greater melbourne,0.0,4,3+ stops,40+,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,3,Separate House,Being Purchased,Missing/Refused,2,6000,high
Weekday,bicycle,60,21.69791,60.0,707.756676849,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,3,Separate House,Being Purchased,Missing/Refused,2,6000,high
Weekday,vehicle driver,33,18.26573,68.0,429.036859246,melb - outer,greater melbourne,35.0,1,1 stop,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Separate House,Being Purchased,1,2,2500,medium
Weekday,vehicle driver,2,1.11197,2.0,3503.098468571,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,4,Separate House,Fully Owned,0,4,5000,high
Weekday,vehicle driver,32,14.67455,52.0,336.30799533,melb - outer,greater melbourne,20.0,1,1 stop,10-20,1,20->24,Male,Full Licence,0,1,No Study,Full-time Work,2000,Missing/Refused,high,3,Separate House,Being Purchased,0,2,2500,medium
Weekday,vehicle driver,30,29.73299,30.0,967.70910211,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,60->64,Male,Full Licence,0,1,No Study,Casual Work,650,No,medium,4,Separate House,Fully Owned,6,2,1250,low
Weekday,vehicle driver,34,15.58347,34.0,568.831459183,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,4,Separate House,Being Purchased,2,2,3500,medium
Weekday,vehicle passenger,35,12.01144,46.0,494.00000906,melb - inner,greater melbourne,11.0,1,1 stop,10-20,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,4,Separate House,Fully Owned,2,2,5000,high
Weekday,vehicle driver,3,0.83785,3.0,793.121040398,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,1500,No,medium,4,Separate House,Fully Owned,2,2,5000,high
Weekday,vehicle driver,70,38.72311,104.0,442.268683392,melb - inner,greater melbourne,34.0,1,1 stop,20-40,1,65->69,Female,Full Licence,0,1,No Study,Full-time Work,800,No,medium,1,"Unit, Flat or Apartment",Fully Owned,0,1,800,low
Weekday,train,39,15.97379,50.0,689.50868317,melb - inner,greater melbourne,11.0,2,2 stops,10-20,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,5,Separate House,Fully Owned,1,2,3500,medium
Weekday,train,44,15.96159,44.0,460.906391644,melb - inner,greater melbourne,0.0,2,2 stops,10-20,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,3,Separate House,Fully Owned,Missing/Refused,2,6000,high
Weekday,walking,10,1.08656,10.0,1041.735132619,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Male,Full Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,1,No,low,3,Separate House,Fully Owned,Missing/Refused,2,6000,high
Weekday,train,60,14.15597,61.0,725.218537364,melb - inner,greater melbourne,1.0,2,2 stops,10-20,1,55->59,Male,Full Licence,1,1,No Study,Full-time Work,3000,Yes,high,5,Separate House,Fully Owned,6,4,4500,high
Weekday,vehicle driver,9,5.35044,9.0,754.396411671,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Casual Work,1250,No,medium,5,Separate House,Fully Owned,6,4,4500,high
Weekday,vehicle driver,40,30.04337,42.0,947.335634462,melb - inner,greater melbourne,2.0,1,1 stop,20-40,1,20->24,Male,Green Probationary Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,0,No,low,5,Separate House,Fully Owned,6,4,4500,high
Weekday,vehicle driver,26,12.08561,26.0,373.188517511,melb - inner,greater melbourne,0.0,1,1 stop,10-20,1,55->59,Female,Full Licence,0,1,No Study,Part-time Work,1000,No,medium,4,Separate House,Being Purchased,0,2,1250,low
Weekday,vehicle driver,13,6.69391,13.0,494.886866554,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Green Probationary Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,300,No,low,4,Separate House,Being Purchased,0,2,1250,low
Weekday,train,49,13.927090000000002,50.0,1419.786671323,melb - inner,greater melbourne,1.0,2,2 stops,10-20,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,150,No,low,5,Separate House,Fully Owned,3,1,2000,medium
Weekday,train,45,13.988180000000002,46.0,797.043075488,melb - inner,greater melbourne,1.0,2,2 stops,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,5,Separate House,Fully Owned,3,1,2000,medium
Weekday,train,54,20.36022,62.0,721.156439682,melb - middle,greater melbourne,8.0,2,2 stops,20-40,1,35->39,Female,Full Licence,0,1,No Study,Part-time Work,1750,Yes,high,3,"Unit, Flat or Apartment",Fully Owned,0,2,2000,medium
Weekday,vehicle driver,45,17.54193,45.0,4709.085525757,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,5,Separate House,Being Purchased,3,3,4500,high
Weekday,train,45,19.08892,49.0,837.433689352,melb - middle,greater melbourne,4.0,2,2 stops,10-20,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,500,Yes,low,4,Terrace or Townhouse,Being Rented,3,1,500,low
Weekday,walking,24,0.45846,24.0,4644.239030501,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,Full Licence,1,1,Part-time TAFE/Uni,Full-time Work,2000,Yes,high,1,"Unit, Flat or Apartment",Being Rented,0,0,2500,medium
Weekday,vehicle driver,22,7.39462,35.0,1539.712499874,melb - middle,greater melbourne,13.0,1,1 stop,0-10,1,60->64,Female,Full Licence,0,1,No Study,Part-time Work,1500,No,medium,3,Separate House,Being Rented,0,3,4500,high
Weekday,vehicle driver,47,18.63746,47.0,1879.889566679,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,5,Separate House,Being Purchased,0,3,6000,high
