tripid,hhid,persid,tripno,trippoststratweight,transport_mode,cumdist,linkmode,homesubregion_ASGS,homeregion_ASGS
Y24H6080510P01T05,Y24H6080510,Y24H6080510P01,5,754.310658737,Private,5.72373,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080510P01T06,Y24H6080510,Y24H6080510P01,6,754.310658737,Private,1.41364,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080510P01T07,Y24H6080510,Y24H6080510P01,7,754.310658737,Private,5.79779,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080510P01T08,Y24H6080510,Y24H6080510P01,8,754.310658737,Private,4.49235,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080510P01T09,Y24H6080510,Y24H6080510P01,9,754.310658737,Private,4.49235,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080510P02T01,Y24H6080510,Y24H6080510P02,1,470.250606159,Private,2.34485,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T02,Y24H6080510,Y24H6080510P02,2,470.250606159,Private,2.34485,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T03,Y24H6080510,Y24H6080510P02,3,470.250606159,Private,12.95798,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T04,Y24H6080510,Y24H6080510P02,4,470.250606159,Private,15.0655,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T05,Y24H6080510,Y24H6080510P02,5,470.250606159,Private,10.59547,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T06,Y24H6080510,Y24H6080510P02,6,470.250606159,Private,1.34633,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T07,Y24H6080510,Y24H6080510P02,7,470.250606159,Private,5.95672,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T08,Y24H6080510,Y24H6080510P02,8,470.250606159,Private,5.82006,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T09,Y24H6080510,Y24H6080510P02,9,470.250606159,Private,5.82006,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T10,Y24H6080510,Y24H6080510P02,10,470.250606159,Private,5.95672,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T11,Y24H6080510,Y24H6080510P02,11,470.250606159,Private,2.76277,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080510P02T12,Y24H6080510,Y24H6080510P02,12,470.250606159,Private,2.76277,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T01,Y24H6080513,Y24H6080513P01,1,454.764512668,Private,2.6418,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T02,Y24H6080513,Y24H6080513P01,2,454.764512668,Private,1.61899,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T03,Y24H6080513,Y24H6080513P01,3,454.764512668,Private,2.57322,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T04,Y24H6080513,Y24H6080513P01,4,454.764512668,Private,0.87542,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T05,Y24H6080513,Y24H6080513P01,5,454.764512668,Private,8.74233,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T06,Y24H6080513,Y24H6080513P01,6,454.764512668,Private,8.74233,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P01T07,Y24H6080513,Y24H6080513P01,7,454.764512668,Other,8.8018,Rideshare Service,MELB - Middle,Greater Melbourne
Y24H6080513P01T08,Y24H6080513,Y24H6080513P01,8,454.764512668,Private,8.8018,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P02T01,Y24H6080513,Y24H6080513P02,1,357.816445897,Private,6.28333,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T02,Y24H6080513,Y24H6080513P02,2,357.816445897,Private,4.89763,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T03,Y24H6080513,Y24H6080513P02,3,357.816445897,Private,2.14317,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T04,Y24H6080513,Y24H6080513P02,4,357.816445897,Private,1.21167,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T05,Y24H6080513,Y24H6080513P02,5,357.816445897,Private,2.6418,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T06,Y24H6080513,Y24H6080513P02,6,357.816445897,Private,2.13825,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T07,Y24H6080513,Y24H6080513P02,7,357.816445897,Private,2.13825,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T08,Y24H6080513,Y24H6080513P02,8,357.816445897,Private,1.00126,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T09,Y24H6080513,Y24H6080513P02,9,357.816445897,Private,1.00126,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080513P02T10,Y24H6080513,Y24H6080513P02,10,357.816445897,Other,8.8018,Rideshare Service,MELB - Middle,Greater Melbourne
Y24H6080513P02T11,Y24H6080513,Y24H6080513P02,11,357.816445897,Private,8.8018,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P03T01,Y24H6080513,Y24H6080513P03,1,459.907337666,Private,2.6418,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P03T02,Y24H6080513,Y24H6080513P03,2,459.907337666,Private,2.6418,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P03T03,Y24H6080513,Y24H6080513P03,3,459.907337666,Private,8.74233,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P03T04,Y24H6080513,Y24H6080513P03,4,459.907337666,Private,8.74233,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P04T01,Y24H6080513,Y24H6080513P04,1,457.367373611,Private,2.6418,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P04T02,Y24H6080513,Y24H6080513P04,2,457.367373611,Private,2.6418,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P04T03,Y24H6080513,Y24H6080513P04,3,457.367373611,Private,8.74233,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080513P04T04,Y24H6080513,Y24H6080513P04,4,457.367373611,Private,8.74233,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080515P01T01,Y24H6080515,Y24H6080515P01,1,514.519344267,Private,57.97302,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080515P01T02,Y24H6080515,Y24H6080515P01,2,514.519344267,Private,57.97302,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080515P02T01,Y24H6080515,Y24H6080515P02,1,250.294481138,Private,1.91623,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080515P02T02,Y24H6080515,Y24H6080515P02,2,250.294481138,Private,4.04137,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080515P02T03,Y24H6080515,Y24H6080515P02,3,250.294481138,Private,5.28855,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080515P03T01,Y24H6080515,Y24H6080515P03,1,461.67479914,Private,1.9163,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080515P03T02,Y24H6080515,Y24H6080515P03,2,461.67479914,Active,1.9163,Walking,MELB - Middle,Greater Melbourne
Y24H6080515P04T01,Y24H6080515,Y24H6080515P04,1,742.68853818,Private,1.9163,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080515P04T02,Y24H6080515,Y24H6080515P04,2,742.68853818,Active,1.9163,Walking,MELB - Middle,Greater Melbourne
Y24H6080516P01T01,Y24H6080516,Y24H6080516P01,1,784.041507502,Active,1.65582,Walking,MELB - Middle,Greater Melbourne
Y24H6080516P01T02,Y24H6080516,Y24H6080516P01,2,784.041507502,Active,1.65591,Walking,MELB - Middle,Greater Melbourne
Y24H6080517P01T01,Y24H6080517,Y24H6080517P01,1,800.296025799,Private,10.14612,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080517P01T02,Y24H6080517,Y24H6080517P01,2,800.296025799,Private,7.1437,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080517P01T03,Y24H6080517,Y24H6080517P01,3,800.296025799,Private,6.45654,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080518P01T01,Y24H6080518,Y24H6080518P01,1,313.994079273,Active,0.19598,Walking,MELB - Middle,Greater Melbourne
Y24H6080518P01T02,Y24H6080518,Y24H6080518P01,2,313.994079273,Active,0.19598,Walking,MELB - Middle,Greater Melbourne
Y24H6080518P01T03,Y24H6080518,Y24H6080518P01,3,313.994079273,Active,0.58926,Walking,MELB - Middle,Greater Melbourne
Y24H6080518P01T04,Y24H6080518,Y24H6080518P01,4,313.994079273,Active,0.58926,Walking,MELB - Middle,Greater Melbourne
Y24H6080518P02T01,Y24H6080518,Y24H6080518P02,1,225.494914162,Private,2.68133,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080518P02T02,Y24H6080518,Y24H6080518P02,2,225.494914162,Private,26.43157,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080518P02T03,Y24H6080518,Y24H6080518P02,3,225.494914162,Private,26.43157,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080518P02T04,Y24H6080518,Y24H6080518P02,4,225.494914162,Private,2.68133,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080518P03T01,Y24H6080518,Y24H6080518P03,1,483.341660299,Private,2.68133,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080518P03T02,Y24H6080518,Y24H6080518P03,2,483.341660299,Private,2.68133,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P01T01,Y24H6080520,Y24H6080520P01,1,327.134462815,Private,0.67008,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080520P01T02,Y24H6080520,Y24H6080520P01,2,327.134462815,Private,16.08904,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080520P01T03,Y24H6080520,Y24H6080520P01,3,327.134462815,Private,13.0882,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080520P01T04,Y24H6080520,Y24H6080520P01,4,327.134462815,Private,2.3593,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P01T05,Y24H6080520,Y24H6080520P01,5,327.134462815,Private,0.67008,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P01T06,Y24H6080520,Y24H6080520P01,6,327.134462815,Private,0.67008,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P02T01,Y24H6080520,Y24H6080520P02,1,266.971363643,Private,0.67008,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P02T02,Y24H6080520,Y24H6080520P02,2,266.971363643,Private,16.08904,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P02T03,Y24H6080520,Y24H6080520P02,3,266.971363643,Private,13.0882,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6080520P02T04,Y24H6080520,Y24H6080520P02,4,266.971363643,Private,2.3593,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080520P02T05,Y24H6080520,Y24H6080520P02,5,266.971363643,Private,0.67008,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080520P02T06,Y24H6080520,Y24H6080520P02,6,266.971363643,Private,0.67008,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6080530P01T01,Y24H6080530,Y24H6080530P01,1,415.929674444,Private,22.30497,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080530P01T02,Y24H6080530,Y24H6080530P01,2,415.929674444,Private,20.22026,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080530P01T03,Y24H6080530,Y24H6080530P01,3,415.929674444,Private,3.1831,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080530P01T04,Y24H6080530,Y24H6080530P01,4,415.929674444,Private,4.41513,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080530P02T01,Y24H6080530,Y24H6080530P02,1,551.816624532,Public,4.48151,School Bus,MELB - Inner,Greater Melbourne
Y24H6080530P02T02,Y24H6080530,Y24H6080530P02,2,551.816624532,Public,7.18753,School Bus,MELB - Inner,Greater Melbourne
Y24H6080530P02T03,Y24H6080530,Y24H6080530P02,3,551.816624532,Private,4.41513,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080530P03T01,Y24H6080530,Y24H6080530P03,1,595.115220022,Active,0.47644,Walking,MELB - Inner,Greater Melbourne
Y24H6080530P03T02,Y24H6080530,Y24H6080530P03,2,595.115220022,Active,0.47644,Walking,MELB - Inner,Greater Melbourne
Y24H6080530P03T03,Y24H6080530,Y24H6080530P03,3,595.115220022,Private,4.39793,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080530P03T04,Y24H6080530,Y24H6080530P03,4,595.115220022,Private,2.67502,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080530P04T01,Y24H6080530,Y24H6080530P04,1,595.115220022,Active,0.47644,Walking,MELB - Inner,Greater Melbourne
Y24H6080530P04T02,Y24H6080530,Y24H6080530P04,2,595.115220022,Active,0.47644,Walking,MELB - Inner,Greater Melbourne
Y24H6080530P04T03,Y24H6080530,Y24H6080530P04,3,595.115220022,Private,4.39793,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080530P04T04,Y24H6080530,Y24H6080530P04,4,595.115220022,Private,2.67502,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080533P01T01,Y24H6080533,Y24H6080533P01,1,889.173776153,Public,10.86272,Train,MELB - Inner,Greater Melbourne
Y24H6080533P01T02,Y24H6080533,Y24H6080533P01,2,889.173776153,Public,10.86272,Train,MELB - Inner,Greater Melbourne
Y24H6080539P01T01,Y24H6080539,Y24H6080539P01,1,720.719935711,Active,1.58685,Walking,MELB - Inner,Greater Melbourne
Y24H6080539P01T02,Y24H6080539,Y24H6080539P01,2,720.719935711,Active,1.58685,Walking,MELB - Inner,Greater Melbourne
Y24H6080539P02T01,Y24H6080539,Y24H6080539P02,1,965.444269748,Private,5.32275,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080539P02T02,Y24H6080539,Y24H6080539P02,2,965.444269748,Private,5.32275,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080542P01T01,Y24H6080542,Y24H6080542P01,1,795.4837341,Private,37.85005,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080542P01T02,Y24H6080542,Y24H6080542P01,2,795.4837341,Private,0.24859,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080542P01T03,Y24H6080542,Y24H6080542P01,3,795.4837341,Private,0.50532,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080542P01T04,Y24H6080542,Y24H6080542P01,4,795.4837341,Private,37.58582,Vehicle Driver,MELB - Inner,Greater Melbourne
Y24H6080542P02T01,Y24H6080542,Y24H6080542P02,1,575.750173819,Private,37.85005,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P02T02,Y24H6080542,Y24H6080542P02,2,575.750173819,Private,0.24859,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P02T03,Y24H6080542,Y24H6080542P02,3,575.750173819,Private,0.50532,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P02T04,Y24H6080542,Y24H6080542P02,4,575.750173819,Private,37.58582,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P03T01,Y24H6080542,Y24H6080542P03,1,1095.749621533,Private,37.85005,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P03T02,Y24H6080542,Y24H6080542P03,2,1095.749621533,Private,0.24859,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P03T03,Y24H6080542,Y24H6080542P03,3,1095.749621533,Private,0.50532,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6080542P03T04,Y24H6080542,Y24H6080542P03,4,1095.749621533,Private,37.58582,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H6086102P01T01,Y24H6086102,Y24H6086102P01,1,263.830771287,Private,1.35094,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P01T02,Y24H6086102,Y24H6086102P01,2,263.830771287,Private,1.35094,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P02T01,Y24H6086102,Y24H6086102P02,1,134.970031007,Private,0.85749,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P02T02,Y24H6086102,Y24H6086102P02,2,134.970031007,Private,3.9479,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P02T03,Y24H6086102,Y24H6086102P02,3,134.970031007,Private,3.9479,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P02T04,Y24H6086102,Y24H6086102P02,4,134.970031007,Private,1.53751,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P02T05,Y24H6086102,Y24H6086102P02,5,134.970031007,Private,8.04185,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P02T06,Y24H6086102,Y24H6086102P02,6,134.970031007,Private,7.81656,Vehicle Driver,Other,Shepparton SA4
Y24H6086102P03T01,Y24H6086102,Y24H6086102P03,1,155.577581464,Active,2.76911,Walking,Other,Shepparton SA4
Y24H6086102P03T02,Y24H6086102,Y24H6086102P03,2,155.577581464,Public,2.42498,Public Bus,Other,Shepparton SA4
Y24H6086102P04T01,Y24H6086102,Y24H6086102P04,1,153.856173394,Active,2.53215,Walking,Other,Shepparton SA4
Y24H6086102P04T02,Y24H6086102,Y24H6086102P04,2,153.856173394,Public,2.42498,Public Bus,Other,Shepparton SA4
Y24H6086105P01T01,Y24H6086105,Y24H6086105P01,1,228.376515345,Private,2.12837,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P01T02,Y24H6086105,Y24H6086105P01,2,228.376515345,Private,1.73069,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P01T03,Y24H6086105,Y24H6086105P01,3,228.376515345,Private,3.35998,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P01T04,Y24H6086105,Y24H6086105P01,4,228.376515345,Private,5.47674,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P01T05,Y24H6086105,Y24H6086105P01,5,228.376515345,Private,5.47674,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P02T01,Y24H6086105,Y24H6086105P02,1,140.727678795,Private,5.16933,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P02T02,Y24H6086105,Y24H6086105P02,2,140.727678795,Private,5.16933,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P02T03,Y24H6086105,Y24H6086105P02,3,140.727678795,Private,2.12837,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P02T04,Y24H6086105,Y24H6086105P02,4,140.727678795,Private,2.12837,Vehicle Driver,Other,Shepparton SA4
Y24H6086105P03T01,Y24H6086105,Y24H6086105P03,1,145.964482527,Private,2.12837,Vehicle Passenger,Other,Shepparton SA4
Y24H6086105P03T02,Y24H6086105,Y24H6086105P03,2,145.964482527,Private,2.12837,Vehicle Passenger,Other,Shepparton SA4
Y24H6086105P04T01,Y24H6086105,Y24H6086105P04,1,279.545470815,Private,2.12837,Vehicle Passenger,Other,Shepparton SA4
Y24H6086105P04T02,Y24H6086105,Y24H6086105P04,2,279.545470815,Private,2.12837,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P01T01,Y24H6086106,Y24H6086106P01,1,90.918777571,Private,1.25688,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P01T02,Y24H6086106,Y24H6086106P01,2,90.918777571,Private,105.64721,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P01T03,Y24H6086106,Y24H6086106P01,3,90.918777571,Private,0.05484,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P01T04,Y24H6086106,Y24H6086106P01,4,90.918777571,Private,0.15499,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P01T05,Y24H6086106,Y24H6086106P01,5,90.918777571,Private,105.63246,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P01T06,Y24H6086106,Y24H6086106P01,6,90.918777571,Private,1.40042,Vehicle Passenger,Other,Shepparton SA4
Y24H6086106P02T01,Y24H6086106,Y24H6086106P02,1,282.635047816,Private,3.33982,Vehicle Driver,Other,Shepparton SA4
Y24H6086106P02T02,Y24H6086106,Y24H6086106P02,2,282.635047816,Private,3.33982,Vehicle Driver,Other,Shepparton SA4
Y24H6086111P01T01,Y24H6086111,Y24H6086111P01,1,116.398815007,Active,0.4035,Walking,Other,Shepparton SA4
Y24H6086111P01T02,Y24H6086111,Y24H6086111P01,2,116.398815007,Active,0.4035,Walking,Other,Shepparton SA4
Y24H6086112P01T01,Y24H6086112,Y24H6086112P01,1,129.811043054,Private,23.56529,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P01T02,Y24H6086112,Y24H6086112P01,2,129.811043054,Private,23.56529,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P01T03,Y24H6086112,Y24H6086112P01,3,129.811043054,Private,3.4789,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P01T04,Y24H6086112,Y24H6086112P01,4,129.811043054,Private,3.4789,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P02T01,Y24H6086112,Y24H6086112P02,1,109.971165086,Private,4.35964,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P02T02,Y24H6086112,Y24H6086112P02,2,109.971165086,Private,0.31104,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P02T03,Y24H6086112,Y24H6086112P02,3,109.971165086,Private,4.57417,Vehicle Driver,Other,Shepparton SA4
Y24H6086112P02T04,Y24H6086112,Y24H6086112P02,4,109.971165086,Private,3.4789,Vehicle Passenger,Other,Shepparton SA4
Y24H6086112P02T05,Y24H6086112,Y24H6086112P02,5,109.971165086,Private,3.4789,Vehicle Passenger,Other,Shepparton SA4
Y24H6086116P01T01,Y24H6086116,Y24H6086116P01,1,159.855168025,Private,2.00096,Vehicle Driver,Other,Shepparton SA4
Y24H6086116P01T02,Y24H6086116,Y24H6086116P01,2,159.855168025,Private,2.77332,Vehicle Driver,Other,Shepparton SA4
Y24H6086116P01T03,Y24H6086116,Y24H6086116P01,3,159.855168025,Private,2.09003,Vehicle Driver,Other,Shepparton SA4
Y24H6086116P01T04,Y24H6086116,Y24H6086116P01,4,159.855168025,Private,4.70356,Vehicle Driver,Other,Shepparton SA4
Y24H6086125P01T01,Y24H6086125,Y24H6086125P01,1,448.730198175,Private,5.58596,Vehicle Driver,Other,Shepparton SA4
Y24H6086125P01T02,Y24H6086125,Y24H6086125P01,2,448.730198175,Private,5.58587,Vehicle Driver,Other,Shepparton SA4
Y24H6086125P01T03,Y24H6086125,Y24H6086125P01,3,448.730198175,Active,1.49144,Walking,Other,Shepparton SA4
Y24H6086125P01T04,Y24H6086125,Y24H6086125P01,4,448.730198175,Active,1.49144,Walking,Other,Shepparton SA4
Y24H6086125P02T01,Y24H6086125,Y24H6086125P02,1,509.44543972,Private,5.43496,Vehicle Driver,Other,Shepparton SA4
Y24H6086125P02T02,Y24H6086125,Y24H6086125P02,2,509.44543972,Private,3.07399,Vehicle Driver,Other,Shepparton SA4
Y24H6086125P02T03,Y24H6086125,Y24H6086125P02,3,509.44543972,Private,5.58587,Vehicle Driver,Other,Shepparton SA4
Y24H6086125P03T01,Y24H6086125,Y24H6086125P03,1,646.312240217,Private,5.58587,Vehicle Passenger,Other,Shepparton SA4
Y24H6086125P03T02,Y24H6086125,Y24H6086125P03,2,646.312240217,Private,5.58587,Vehicle Passenger,Other,Shepparton SA4
Y24H6086125P04T01,Y24H6086125,Y24H6086125P04,1,639.6718228,Private,5.58596,Vehicle Passenger,Other,Shepparton SA4
Y24H6086125P04T02,Y24H6086125,Y24H6086125P04,2,639.6718228,Private,5.58596,Vehicle Passenger,Other,Shepparton SA4
Y24H6086130P01T01,Y24H6086130,Y24H6086130P01,1,131.065981515,Private,1.45641,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T02,Y24H6086130,Y24H6086130P01,2,131.065981515,Private,4.34324,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T03,Y24H6086130,Y24H6086130P01,3,131.065981515,Private,1.82402,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T04,Y24H6086130,Y24H6086130P01,4,131.065981515,Private,1.82402,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T05,Y24H6086130,Y24H6086130P01,5,131.065981515,Private,0.93264,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T06,Y24H6086130,Y24H6086130P01,6,131.065981515,Private,1.12842,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T07,Y24H6086130,Y24H6086130P01,7,131.065981515,Private,5.6053,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T08,Y24H6086130,Y24H6086130P01,8,131.065981515,Private,1.96357,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T09,Y24H6086130,Y24H6086130P01,9,131.065981515,Private,0.97814,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T10,Y24H6086130,Y24H6086130P01,10,131.065981515,Private,2.68421,Vehicle Driver,Other,Shepparton SA4
Y24H6086130P01T11,Y24H6086130,Y24H6086130P01,11,131.065981515,Private,5.6053,Vehicle Driver,Other,Shepparton SA4
Y24H6086133P01T01,Y24H6086133,Y24H6086133P01,1,101.092137806,Private,4.50408,Vehicle Driver,Other,Shepparton SA4
Y24H6086133P01T02,Y24H6086133,Y24H6086133P01,2,101.092137806,Private,4.50408,Vehicle Driver,Other,Shepparton SA4
Y24H6086133P02T01,Y24H6086133,Y24H6086133P02,1,106.958784883,Private,6.04056,Vehicle Passenger,Other,Shepparton SA4
Y24H6086133P02T02,Y24H6086133,Y24H6086133P02,2,106.958784883,Private,6.04056,Vehicle Passenger,Other,Shepparton SA4
Y24H6086136P01T01,Y24H6086136,Y24H6086136P01,1,171.486019045,Private,20.58053,Vehicle Passenger,Other,Shepparton SA4
Y24H6086136P01T02,Y24H6086136,Y24H6086136P01,2,171.486019045,Private,20.58053,Vehicle Passenger,Other,Shepparton SA4
Y24H6086136P02T01,Y24H6086136,Y24H6086136P02,1,201.771460963,Private,20.58053,Vehicle Passenger,Other,Shepparton SA4
Y24H6086136P02T02,Y24H6086136,Y24H6086136P02,2,201.771460963,Private,20.58053,Vehicle Passenger,Other,Shepparton SA4
Y24H6086136P03T01,Y24H6086136,Y24H6086136P03,1,201.771460963,Private,20.58053,Vehicle Driver,Other,Shepparton SA4
Y24H6086136P03T02,Y24H6086136,Y24H6086136P03,2,201.771460963,Private,20.58053,Vehicle Driver,Other,Shepparton SA4
Y24H6086136P04T01,Y24H6086136,Y24H6086136P04,1,200.206615281,Private,20.58053,Vehicle Driver,Other,Shepparton SA4
Y24H6086136P04T02,Y24H6086136,Y24H6086136P04,2,200.206615281,Private,20.58053,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P01T01,Y24H6086139,Y24H6086139P01,1,573.513070831,Private,4.53259,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P01T02,Y24H6086139,Y24H6086139P01,2,573.513070831,Private,4.53258,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P01T03,Y24H6086139,Y24H6086139P01,3,573.513070831,Private,86.17584,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P01T04,Y24H6086139,Y24H6086139P01,4,573.513070831,Private,86.17584,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P01T05,Y24H6086139,Y24H6086139P01,5,573.513070831,Private,2.88408,Vehicle Driver,Other,Shepparton SA4
